email,expertLabel,timestamp,which_phase,strategy,strategyLabel,strategyType,strategyGroup,exclude,range,lo,hi,comments_lo,comments_hi
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:18:29Z,2,excess_beddays_elective,Excess beds days (elective admissions),length of stay reduction,Hospital activity ameanable to primary care and community interventions,0,33,10,43,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:18:41Z,2,excess_beddays_emergency,Excess beds days (emergency admissions),length of stay reduction,Hospital activity ameanable to primary care and community interventions,0,33,24,57,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:24:55Z,2,preop_los,Elective spells with overnight stay before surgery,length of stay reduction,Planned surgical activity (adult),0,33,34,67,High percentage of bed occupancy meaning that patients that need to go to critical care post op get cancelled if not bought in the day before. Procedures/investigations required re op,Better pre operative assessment. Introduction of pre habiitation. Improved patient pathways. 
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:23:02Z,2,low_cost_discharged-adult_ambulance,Low cost discharged attendances (adult ambulance conveyed),A&E attendance avoidance,Emergency department and acute medicine activity,0,34,8,42,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:13:39Z,2,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,length of stay reduction,Planned surgical activity (adult),0,35,25,60,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:15:03Z,2,enhanced_recovery_hip,Enhanced recovery (hip surgery),length of stay reduction,Planned surgical activity (adult),0,36,27,63,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:15:44Z,2,enhanced_recovery_prostate,Enhanced recovery (prostate surgery),length of stay reduction,Planned surgical activity (adult),0,36,15,51,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:14:53Z,2,enhanced_recovery_bladder,Enhanced recovery (bladder surgery),length of stay reduction,Planned surgical activity (adult),0,37,7,44,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:23:46Z,2,medicines_related_admissions_implicit_anti_diabetics,Medicines related admissions (implicit - anti-diabetics),inpatient admission avoidance,Hospital activity ameanable to medicines management,0,38,24,62,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:11:48Z,2,ambulatory_care_conditions_vaccine_preventable,Ambulatory care sensitive admissions (vaccine preventable conditions),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,39,6,45,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:12:14Z,2,ambulatory_emergency_care_high,Ambulatory emergency care (high potential),length of stay reduction,Emergency department and acute medicine activity,0,39,9,48,Better management of condition pathways. Increased access hours,Increasing frailty. Lack of access to primary care. Increased overall activity meaning diagnostic services are difficult to access. Reduction in registered heath care professionals able to assess and discharge in a timely way.  Lack of social provision when home is not a safe discharge destination 
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:16:32Z,2,evidence_based_interventions_ent,Interventions with limited evidence - ENT,inpatient admission avoidance,Planned surgical activity (adult),0,39,28,67,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:26:49Z,2,zero_los_no_procedure-adult,Admission with no overnight stay and no procedure (adults),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,39,8,47,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:13:06Z,2,bads_daycase,Elective surgery - recommended mainly day case,length of stay reduction,Planned surgical activity (adult),0,46,22,68,Increasing numbers of frail patients that cannot be on a day case pathway. Finite number of procedures that can be on a day case pathway ,"Pre -hab, improvements in re assessment. "
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:12:30Z,2,ambulatory_emergency_care_moderate,Ambulatory emergency care (moderate potential),length of stay reduction,Emergency department and acute medicine activity,0,48,10,58,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:13:15Z,2,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,length of stay reduction,Planned surgical activity (adult),0,49,19,68,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:14:57Z,2,enhanced_recovery_breast,Enhanced recovery (breast surgery),length of stay reduction,Planned surgical activity (adult),0,49,13,62,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:17:03Z,2,evidence_based_interventions_msk,Interventions with limited evidence - MSK,inpatient admission avoidance,Planned surgical activity (adult),0,57,28,85,,
jtstSgetg7q/uxqnNyzQtCAlri/3b+CgIZmy0Wd08XI=,e07,2023-11-06T15:17:12Z,2,evidence_based_interventions_urology,Interventions with limited evidence - Urology,inpatient admission avoidance,Planned surgical activity (adult),0,59,30,89,,
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:26:41Z,2,frail_elderly-intermediate,Frail elderly admissions (intermediate frailty risk),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,15,0,15,Frailty is likely to increase as age and comorbidities increase (granted you account for this elsewhere). So maintaining the current rate would be a success.,"Fully funded and staffed frailty OP service and acute service in hospitals to prevent falls and admissions in frail elderly.
Primary care / community funded pharmacists programme to reduce polypharmacy in patients at home and in care homes.
Proactive review in care homes by GPs (Aim for GPs to manage specific care homes rather than multiples practices per care home) to review medications and establish goals for care and advance care planning."
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:12:13Z,2,ambulatory_emergency_care_low,Ambulatory emergency care (low potential),length of stay reduction,Emergency department and acute medicine activity,0,17,0,17,"Lack of appropriate workforce plan making 7 day specialty service unobtainable
Persistent long waits for treatment
Inadequate estate for provision of ambulatory care and community assessment units","Large increase in capital and revenue spending to allow 7 day inpatient, outpatient and primary care service delivery"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:13:56Z,2,bads_daycase_occasional,Elective surgery - recommended occasional day case,length of stay reduction,Planned surgical activity (adult),0,19,11,30,Reduction in age and experience of average surgical practitioner undertaking these procedures,"Adequate workforce planning with improved specialty surgical training allowing improved outcomes for minimally invasive surgery.
Maintain senior consultant presence (and hence improved minimally invasive surgical outcomes) by preventing unnecessary early retirement via punitive pension fund caps and annual limits.
Reduction in overnight stays most likely related to technical skill and clinical confidence in allowing early discharge: both related to experience of clinician.
Improve operative simulation training for surgical specialty training"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:59:04Z,2,readmission_within_28_days,Emergency readmissions within 28 days,inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,20,0,20,Ongoing workforce difficulties preventing early open access as OP for recent discharges.,"Capacity in primary care for early review of discharges. Of particular note is the review of any medication changes. Medicines reconciliation on admission & discharge could be improved with better interoperability in EHRs between acute care & primary care.
Easy open access (requires staff time) to help with problems post discharge from hospital care team (virtual clinic follow up and F2F clinics. The latter have probably reduced too far because of staffing pressures).
Pharmacy time for proper explanation of discharge medications as part of reconciliation.
Note: Care is needed in interpreting readmission rates. Avoiding (delaying) moderate to high risk discharges may reduce readmission rate but risks deconditioning the majority and increasing length of stay overall (hence reducing bed availability). Thus look at readmission alongside LOS.
"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:59:45Z,2,stroke_early_supported_discharge,Stroke early supported discharge,length of stay reduction,Hospital activity ameanable to primary care and community interventions,0,20,10,30,Inadequate workforce planning and lack of AHP staff to provide IP care and early community care,"Improved depth of coding with reduce the length of stay for those eligible for early supported discharge by removing those who are already not suitable from the denominator. Obviously it wont improve the actual outcome in terms of reduction in bed days.

Improved AHP staffing levels
"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:25:59Z,2,followup_reduction-adult_surgical,Follow-up attendances (adult non-surgical),outpatient attendance avoidance,Planned medical activity (adult),0,22,34,56,"Concerns about poor pickup of abnormal physical findings in surgical patients.
Poor availability of virtual clinic environment","A high proportion of follow up involve communication of results or a plan (for discharge or adding to a waiting list). A large proportion could be virtual creating capacity for other F2F.
Improved platforms for virtual clinics as part of EHR would help facilitate"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:58:55Z,2,preop_los,Elective spells with overnight stay before surgery,length of stay reduction,Planned surgical activity (adult),0,22,6,28,Inadequate workforce and outpatient capacity for medical / anaesthetic specialty review,"Better liaison between anaesthetics, surgical specialties and medical specialties for patients with complex comorbidities in the outpatient arena prior to surgery"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:18:12Z,2,enhanced_recovery_hysterectomy,Enhanced recovery (hysterectomy),length of stay reduction,Planned surgical activity (adult),0,23,8,31,Inadequate AHP staffing levels to provide enhance recovery care,Provision of elective surgical sites separate from acute care sites with adequately staffed MDT aligned to vision of enhanced recovery
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:23:43Z,2,evidence_based_interventions_gi_surgical,Interventions with limited evidence - GI surgery,inpatient admission avoidance,Planned surgical activity (adult),0,23,3,26,"Poor health care IT systems due to lack of funding. Decision support in clinical pathways should be imbedded in the EHRs.
Loss of senior consultants with tendency to over investigate less.","Improved EHRs with embedded decision support and coding of suspected diagnoses and presenting complaints to better navigate clinical pathways.
Improved implementation of national procedure codes to allow governance of procedures listed locally and at ICS level
Real time closed loop audit for clinicians compared to peers for number of investigations for each coded presenting complaint / diagnosis"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:33:14Z,2,left_before_treatment-adult_ambulance,Patients who leave before being seen (adult ambulance conveyed),A&E attendance avoidance,Emergency department and acute medicine activity,0,25,0,25,Ongoing long waits & delays in ED,"Reduction in population alcohol / illicit drug consumption.

Front loaded consultant / senior decision making as near to arrival as possible. "
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:10:11Z,2,ambulatory_care_conditions_chronic,Ambulatory care sensitive admissions (chronic conditions),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,26,0,26,"Ongoing austerity and lack of investment in health & social care. 
Poor workforce planning for primary care. Non compliance with net zero.","Improved access to dental care in community.
Better chronic disease management for diabetes & epilepsy, asthma, hypertension. (through improved access to primary care and hospital OP appointments - reduction in waiting times)
Reduction in alcohol consumption.
Improved compliance with vaccination programmes including HPV - cervical cancer & throat cancer prevention.
Improved reduction in population consumption of alcohol, refined sugars, salt & tobacco. Expansion of bowel cancer screening programme. Improve compliance with breast & cervical & cancer screening.
Cleaner air in populated areas through reduction in petrol / diesel consumption (clean air areas).
Technological advances to aid self care of chronic conditions"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:13:18Z,2,bads_daycase,Elective surgery - recommended mainly day case,length of stay reduction,Planned surgical activity (adult),0,29,6,35,"Centralisation of service in areas of wide geographic dispersion make discharge late in the day less likely due to hour of arrival home and distance to travel (especially for pm cases).
Inadequate staffing levels for AHPs to assist in post op mobilisation.
Inadequate access to specialty anaesthetic skills for local / regional anaesthesia.
Inadequate capacity for transport home (ambulance transport)
Inadequate capacity for care packages post op.
Staff shortages (Late starts to theatre times as consultant staff performing ward rounds prior to theatre (pushing recovery times later in the day and therefore discharges next day)","Specialist regional anaesthesia.
Cross reference time listed for surgery against comorbidities and distance to travel home.
Availability of late transport after hours & emergency care support packages.
Remote monitoring and easy access to emergency advice / support post discharge.
"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:16:32Z,2,enhanced_recovery_breast,Enhanced recovery (breast surgery),length of stay reduction,Planned surgical activity (adult),0,29,12,41,"Day case rates for breast surgery are already pretty well maximised.
Inadequate social care capacity will negate any returns on improved enhanced recovery in the more comorbid group in breast surgery","Provision of elective surgical sites separate from acute care sites with adequately staffed MDT aligned to vision of enhanced recovery
"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:22:55Z,2,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,inpatient admission avoidance,Planned surgical activity (adult),0,29,56,85,"Poor health care IT systems due to lack of funding. Decision support in clinical pathways should be imbedded in the EHRs.
","Improved implementation of national procedure codes to allow governance of procedures listed locally and at ICS level. Improved EHRs with embedded decision support and coding of suspected diagnoses and presenting complaints to better navigate clinical pathways.
Real time closed loop audit for clinicians compared to peers for number of procedures coded "
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:09:45Z,2,ambulatory_care_conditions_acute,Ambulatory care sensitive admissions (acute conditions),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,30,0,30,Ongoing austerity and lack of investment in health & social care. ,"Improved access to dental care in community.
Better chronic disease management for diabetes & epilepsy. (through improved access to primary care and hospital OP appointments - reduction in waiting times)
Reduction in alcohol consumption.
Improved compliance with vaccination programmes included.
Improved reduction in population consumption of alcohol, refined sugars & tobacco"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:17:29Z,2,enhanced_recovery_colectomy,Enhanced recovery (colectomy),length of stay reduction,Planned surgical activity (adult),0,30,6,36,"Loss of senior consultant expertise through early retirement.
Lack of AHP staffing to implement enhanced recovery","Provision of elective surgical sites separate from acute care sites with adequately staffed MDT aligned to vision of enhanced recovery.
Improved minimally invasive techniques
Improved simulation training for surgical trainees. 
Improved early diagnosis through bowel cancer screening programme allowing less invasive surgery.
AI implementation in imaging to assist preoperative operative simulation and planning"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:26:17Z,2,frail_elderly-high,Frail elderly admissions (high frailty risk),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,30,0,30,"Frailty is likely to increase as age and comorbidities increase (granted you account for this elsewhere). So maintaining the current rate would be a success.
Inadequate funding and staffing for frailty teams in ED and in an OP setting (one stop shop).
Poor workforce planning inadequate to staff a full frailty MDT","Fully funded and staffed frailty OP service and acute service in hospitals to prevent falls and admissions in frail elderly.
Primary care / community funded pharmacists programme to reduce polypharmacy in patients at home and in care homes.
Proactive review in care homes by GPs (Aim for GPs to manage specific care homes rather than multiples practices per care home) to review medications and establish goals for care and advance care planning."
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:31:41Z,2,frequent_attender-child_walk-in,Frequent attenders (child walk-in),A&E attendance avoidance,Emergency department and acute medicine activity,0,30,0,30,"Continued gap in primary care capacity.
Poor vaccination rates.
Austerity and poor mental health.
Reduced ED waiting times would increase demand cf to long primary care waits","Improved early access to primary care.
Winter infection hubs for early assessment and review as necessary.
Reduced waiting lists for specialist OP review.
Improved NHS dental services"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:52:08Z,2,low_cost_discharged-child_ambulance,Low cost discharged attendances (child ambulance conveyed),A&E attendance avoidance,Emergency department and acute medicine activity,0,30,0,30,"Poor access to primary care.
Long waits for mental health care","Improved access to primary care. 
Reduction in waiting times for  OP clinic slots.
Improved vaccination rates
Increased capacity of specialist follow up (virtual & face to face) to pre-empt deterioration presenting as ED attendance (asthma, epilepsy, chronic neuro-disabilities)
Winter infection hubs with early assessment and open follow up slots."
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:20:23Z,2,enhanced_recovery_rectum,Enhanced recovery (rectal surgery),length of stay reduction,Planned surgical activity (adult),0,31,9,40,Inadequate AHP staffing levels to provide enhance recovery care,"Provision of elective surgical sites separate from acute care sites with adequately staffed MDT aligned to vision of enhanced recovery.
Earlier diagnosis as outcome from bowel cancer screening programme allowing less invasive surgical procedures"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:23:56Z,2,evidence_based_interventions_msk,Interventions with limited evidence - MSK,inpatient admission avoidance,Planned surgical activity (adult),0,31,54,85,"Poor health care IT systems due to lack of funding. Decision support in clinical pathways should be imbedded in the EHRs.
","Increased shared decision making in MSK prior to reaching surgical listing will reduce (has already done so in part).
Improved EHRs with embedded decision support and coding of suspected diagnoses and presenting complaints to better navigate clinical pathways.
Real time closed loop audit for clinicians compared to peers for number of procedures coded "
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:25:11Z,2,excess_beddays_emergency,Excess beds days (emergency admissions),length of stay reduction,Hospital activity ameanable to primary care and community interventions,0,31,27,58,"Lack of social care package provision, residential and nursing home placements","7 day provision of senior decision making and full AHP / MDT care.
Earlier informed decisions relating to palliative and end of life care may help prevent futile, long and costly interventional inpatient care and replace with effective quality of life care outside of hospital.
Full capacity provision of social care / community rehab care
"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:27:00Z,2,frequent_attender-adult_ambulance,Frequent attenders (adult ambulance conveyed),A&E attendance avoidance,Emergency department and acute medicine activity,0,31,0,31,"Ongoing capacity demand gap for mental health services (esp anxiety / depression).
Ongoing austerity (see above)
Long waiting lists (operative & outpatient) and delay to therapeutic interventions","Reduction in prevalence of mental health illness.
Mental health specialist workers attached to EDs.
Reduction in waiting lists and improved management and review of chronic diseases in a prospective rather than reactive manner.
Reduction in violent crime rates. Reduction in population alcohol consumption.
Prospective frailty service to prevent falls and deterioration.
Pharmacy review to reduce polypharmacy & falls.
Specific intervention and care plans for profiled frequent attenders including social support / mental health medical intervention where necessary.

Connected EHRs so ambulance crew have access to predefined care plans for frequent attenders"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:57:29Z,2,medicines_related_admissions_implicit_benzodiasepines,Medicines related admissions (implicit - benzodiazepines),inpatient admission avoidance,Hospital activity ameanable to medicines management,0,31,0,31,"Ongoing austerity and poverty.
Capacity demand gap in primary care and mental health services.","Closed loop audit with ICS providing medication prescribing rates by practitioner and practice relative to peers. ICS led mental health peer challenge of prescribing rates.
Pharmacist / GP medication review of medications.
Improved access to mental health services and cognitive behavioural therapy / counselling in place of prescription of benzodiazepines.

Drug rehabilitation programme capacity in the context of illicit benzodiazepine use."
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:15:45Z,2,emergency_elderly,Emergency admissions of older people,length of stay reduction,Hospital activity ameanable to primary care and community interventions,0,32,10,42,"Inadequate provision of social care (care packages) and care home / nursing home places.
Staff shortages for MDT (physio / OT / nurses) that delay rehabilitation from acute illness (deconditioning)
Delays to acute imaging (and anything else that delays decision making in acute care (lack of 7 day service for consultant cover as part of routine ward rounds, physio etc).","Improved workforce across MDT for frailty services provision at ED front door but more so as one stop outpatient OP service. 
Improved discharge liaison services (better access to digital information across services allowing better coordination of care packages). 
Improved provision of intermediate care provision to 'bridge care' at discharge .
Improved provision of social care packages preventing delayed discharge and deconditioning in hospital"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:55:16Z,2,low_cost_discharged-child_walk-in,Low cost discharged attendances (child walk-in),A&E attendance avoidance,Emergency department and acute medicine activity,0,32,15,47,Ongoing poor access to primary care as first choice. Poor vaccination compliance. high poverty rates & ongoing austerity,Improved vaccination rates. Improved childhood nutrition through reduction in poverty. Recovery in primary care and development / expansion of community based paediatric hubs
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:15:53Z,2,enhanced_recovery_bladder,Enhanced recovery (bladder surgery),length of stay reduction,Planned surgical activity (adult),0,33,12,45,"Staff shortages for AHP provision of enhanced recovery.
Inadequate social care capacity will negate efforts on enhanced recovery programme","Provision of elective surgical sites separate from acute care sites with adequately staffed MDT aligned to vision of enhanced recovery.
Appropriate provision of pre-conditioning service to maximise fitness prior to surgery"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:19:12Z,2,enhanced_recovery_prostate,Enhanced recovery (prostate surgery),length of stay reduction,Planned surgical activity (adult),0,34,11,45,Inadequate AHP staffing levels to provide enhance recovery care,Provision of elective surgical sites separate from acute care sites with adequately staffed MDT aligned to vision of enhanced recovery
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:25:43Z,2,followup_reduction-adult_non-surgical,Follow-up attendances (adult surgical),outpatient attendance avoidance,Planned surgical activity (adult),0,34,26,60,"Concerns about poor pickup of abnormal physical findings in surgical patients.
Poor availability of virtual clinic environment",Facilitate appropriate virtual clinics for follow up attendance where examination / intervention requirements are normally low. Post op review / follow up  clinics for review of results etc.
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:31:27Z,2,frequent_attender-adult_walk-in,Frequent attenders (adult walk-in),A&E attendance avoidance,Emergency department and acute medicine activity,0,34,0,34,"Capacity demand gap in primary care.
Long waiting lists.
Poor NHS dental care access.
Low vaccination rates in children.
Reduced ED waiting times would increase demand cf to long primary care waits","Improved access to primary care in and out of hours. Primary hubs / Urgent care centres accessible enough to prevent ED being the best option.
Reduction in long waits for outpatients and operative procedures.
Easier access to repeat prescriptions from primary care (perhaps increased staffing through pharmacists.
Paediatric infection hubs in winter period to avoid children attending ED."
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:17:35Z,2,enhanced_recovery_hip,Enhanced recovery (hip surgery),length of stay reduction,Planned surgical activity (adult),0,35,11,46,Inadequate AHP staffing levels to provide enhance recovery care,"Provision of elective surgical sites separate from acute care sites with adequately staffed MDT aligned to vision of enhanced recovery
Improved access to regional anaesthesia"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:18:43Z,2,enhanced_recovery_knee,Enhanced recovery (knee surgery),length of stay reduction,Planned surgical activity (adult),0,35,10,45,Inadequate AHP staffing levels to provide enhance recovery care,Provision of elective surgical sites separate from acute care sites with adequately staffed MDT aligned to vision of enhanced recovery
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:52:05Z,2,low_cost_discharged-adult_walk-in,Low cost discharged attendances (adult walk-in),A&E attendance avoidance,Emergency department and acute medicine activity,0,37,0,37,"Poor access to primary care & mental health services
Long hospital waiting lists.
Reduced ED waiting times would increase demand cf to long primary care waits","Improved access to early primary care & or mental health services.
Improved NHS dental service.
Reduced waiting on specialist OP services. Increased access to supported urgent care slots out of hours"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:14:25Z,2,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,length of stay reduction,Planned surgical activity (adult),0,40,0,40,Loss of senior clinicians to workforce,"Maintain senior clinicians in workforce improving outcomes 
Improved technology / robotics for technical procedures / minimally invasive procedures"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:21:29Z,2,eol_care-3+_days,End of life care admissions (died within 3-14 days),inpatient admission avoidance,Hospital activity ameanable to primary care and community interventions,0,40,0,40,"Ongoing charitable funding for hospices.
Inadequate capacity in social care / palliative care at home packages and placement beds if required result in admission. Lack of primary care capacity preventing proactive management of end of life care.","Improved advance care planning and shared decision making with better access to EHR and the information pertaining to those plans across the clinical pathway. 
Better provision of palliative care in the community. A significant number of ED attendances and thus admissions towards end of life are due to uncontrolled pain. Better education on pain management and better staffed palliative care team provision would reduce reattendance. "
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:56:31Z,2,medicines_related_admissions_explicit,Medicines related admissions (explicit),inpatient admission avoidance,Hospital activity ameanable to medicines management,0,40,0,40,"Poor interoperability of EHR & primary care record. Poor medicines reconciliation on admission & discharge.
Poor patient education relating to medicines.
Polypharmacy in patients with multiple co-morbidities.
Staff shortages preventing appropriate time to spend on medication review.","Capacity in primary care for prospective medicines review (by medics or pharmacists to reduce polypharmacy.
Frailty clinic capacity to reduce polypharmacy.
Electronic prescribing with tailored decision support to avoid medication duplication / interactions, intolerances & allergies.
Improvements in APIs in EHR (or Local Health Care Record networks) to allow access to the medical record (including medication) across the clinical pathways. 
AI enabled / directed review of patients with polypharmacy & multiple co-morbidities"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T14:00:20Z,2,tele_conversion-adult_non-surgical,Telephone appointments (adult surgical),outpatient delivery mode,Planned surgical activity (adult),0,40,19,59,Ongoing concerns about delays in primary care and subsequent new patient referrals,"Facilitate an internal version of 'advice and guidance' (2-5 day turnaround) between consultants to facilitate rapid advice and triage thus avoiding long waits for inappropriate referrals.
Many cases can be dealt with remotely or initial investigations recommended / requested with GP communication included whilst avoiding unnecessary delay"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T14:00:42Z,2,tele_conversion-adult_surgical,Telephone appointments (adult non-surgical),outpatient delivery mode,Planned medical activity (adult),0,40,10,50,"Concerns about poor pickup of abnormal physical findings in surgical patients.
Poor availability of virtual clinic environment","Facilitate appropriate virtual clinics for follow up attendance where examination / intervention requirements are normally low. Post op review / follow up fracture clinics.
Develop specialist nursing follow up for post operative patient early post discharge which may facilitate earlier supported discharge"
Kiy/6+otXOFeCE4vNU6j1KZzzO7ksXmY6LUcNnM82Bc=,e11,2023-11-01T13:31:36Z,2,frequent_attender-child_ambulance,Frequent attenders (child ambulance conveyed),A&E attendance avoidance,Emergency department and acute medicine activity,0,41,0,41,"Austerity persists. Neglect and physical abuse rates remain high.
Low vaccination rates result in unwell infected children","Improve compliance with vaccination regimes in children.
Winter infection hubs with open access and early follow up / review where necessary.
Improvements in road safety for pedestrians in residential areas.
Reduce capacity demand gap in primary care and hospital OP to better manage chronic conditions such asthma diabetes and epilepsy.
Reduce / remove deficiencies in mental health provision for children & young adults perhaps including two way communication tools in patient portals with primary care / mental health services for the latter."
